sex,juv_fel_count,priors_count,race,age_cat,juv_misd_count,c_charge_degree,juv_other_count,Class,Advantage
Male,0,2,Caucasian,Greater than 45,0,M,0,0,False
Male,0,3,Caucasian,Greater than 45,0,F,0,1,False
Male,0,0,African-American,Less than 25,0,F,0,0,False
Male,0,0,Hispanic,Greater than 45,0,F,0,0,False
Female,0,7,African-American,25 - 45,0,F,0,1,True
Male,0,0,Caucasian,Less than 25,0,M,1,1,False
Male,0,5,African-American,25 - 45,0,M,0,0,False
Male,0,1,African-American,Less than 25,0,F,0,1,False
Male,0,2,Hispanic,25 - 45,0,M,1,0,False
Male,0,21,African-American,25 - 45,2,F,0,1,False
Male,0,13,African-American,Less than 25,0,F,1,1,False
Male,0,23,African-American,25 - 45,1,F,0,1,False
Male,2,11,African-American,25 - 45,1,F,0,0,False
Male,0,1,African-American,Less than 25,0,F,0,0,False
Male,0,9,African-American,25 - 45,0,F,0,0,False
Male,0,5,Hispanic,25 - 45,0,F,4,0,False
Male,1,24,African-American,25 - 45,3,F,0,1,False
Male,0,5,African-American,25 - 45,0,F,0,1,False
Female,0,1,African-American,Less than 25,0,F,0,0,True
Male,0,19,African-American,Greater than 45,0,F,0,0,False
Male,0,0,Other,Less than 25,0,M,0,0,False
Male,0,0,Caucasian,25 - 45,0,F,0,0,False
Male,0,0,Caucasian,Greater than 45,0,M,0,0,False
Male,0,6,African-American,25 - 45,0,F,0,1,False
Male,0,0,African-American,25 - 45,0,M,0,1,False
Male,0,0,African-American,Less than 25,0,F,3,1,False
Male,0,6,African-American,25 - 45,1,M,0,0,False
Male,0,0,Caucasian,Less than 25,0,M,0,1,False
Male,0,1,Caucasian,Greater than 45,0,F,0,1,False
Male,0,27,African-American,Greater than 45,0,M,0,0,False
Female,0,0,African-American,25 - 45,0,M,0,0,True
Male,0,1,Caucasian,Greater than 45,0,M,0,0,False
Female,0,4,African-American,25 - 45,0,M,0,1,True
Male,0,0,Caucasian,Less than 25,0,F,0,0,False
Male,0,1,Caucasian,Greater than 45,0,F,0,0,False
Male,0,6,African-American,25 - 45,0,F,0,1,False
Male,2,24,African-American,25 - 45,3,F,0,0,False
Male,0,13,Caucasian,25 - 45,0,F,0,1,False
Male,0,0,African-American,Greater than 45,0,F,0,0,False
Male,0,1,African-American,25 - 45,0,F,0,1,False
Male,0,1,African-American,Greater than 45,0,M,0,0,False
Male,0,0,Caucasian,25 - 45,0,F,0,0,False
Female,0,8,Caucasian,Greater than 45,0,F,0,0,True
Male,0,0,African-American,Less than 25,0,F,0,0,False
Male,0,14,African-American,25 - 45,0,F,0,0,False
Male,0,0,Caucasian,Less than 25,0,F,0,1,False
Female,0,2,Caucasian,25 - 45,0,F,0,1,True
Male,0,7,Hispanic,25 - 45,0,M,1,0,False
Male,0,3,Other,25 - 45,0,M,0,1,False
Male,0,2,African-American,25 - 45,0,M,1,0,False
Male,0,1,Caucasian,25 - 45,0,M,0,0,False
Male,0,14,African-American,Greater than 45,0,F,0,1,False
Male,0,0,Caucasian,25 - 45,0,M,0,0,False
Male,0,4,African-American,Less than 25,1,F,0,1,False
Female,0,2,African-American,25 - 45,0,F,0,1,True
Female,0,4,Caucasian,25 - 45,0,F,0,1,True
Male,0,2,Caucasian,Less than 25,0,F,1,0,False
Female,0,1,Caucasian,25 - 45,0,F,0,1,True
Male,0,1,Caucasian,Less than 25,1,F,0,1,False
Male,0,23,Other,Greater than 45,0,F,0,1,False
Female,0,0,African-American,25 - 45,0,M,0,0,True
Male,0,1,Caucasian,Greater than 45,0,F,0,0,False
Male,0,7,African-American,25 - 45,0,F,0,1,False
Male,0,5,Caucasian,Greater than 45,0,M,0,0,False
Female,0,4,Caucasian,25 - 45,0,F,0,0,True
Male,0,3,African-American,Less than 25,0,F,0,0,False
Male,0,1,Caucasian,25 - 45,0,F,0,0,False
Male,0,3,Hispanic,25 - 45,0,F,0,0,False
Female,0,5,Hispanic,25 - 45,0,F,0,0,True
Male,0,3,African-American,Less than 25,0,M,0,1,False
Male,0,0,Caucasian,25 - 45,0,M,0,1,False
Female,0,3,African-American,25 - 45,0,F,0,0,True
Male,0,1,African-American,Greater than 45,0,F,0,0,False
Female,0,0,Hispanic,Greater than 45,0,M,0,0,True
Female,0,1,Native American,Greater than 45,0,M,0,0,True
Male,0,6,African-American,Greater than 45,0,F,0,0,False
Male,0,7,African-American,25 - 45,0,F,0,1,False
Male,0,1,Hispanic,Greater than 45,0,M,0,0,False
Male,0,10,African-American,25 - 45,0,F,0,0,False
Female,0,0,Caucasian,Greater than 45,0,M,0,0,True
Male,0,0,African-American,25 - 45,0,M,0,1,False
Male,0,9,African-American,25 - 45,0,F,1,0,False
Male,0,1,African-American,Greater than 45,0,F,0,0,False
Female,0,1,African-American,25 - 45,0,M,0,0,True
Male,0,1,African-American,25 - 45,0,F,0,0,False
Male,0,0,Caucasian,Greater than 45,0,F,0,0,False
Male,0,6,Caucasian,25 - 45,0,F,0,0,False
Male,0,0,African-American,Greater than 45,0,F,0,0,False
Male,0,2,Hispanic,Less than 25,0,F,0,0,False
Male,0,27,African-American,25 - 45,0,F,0,1,False
Male,0,3,African-American,25 - 45,0,F,0,0,False
Male,0,7,African-American,25 - 45,0,M,1,1,False
Male,0,1,Caucasian,25 - 45,0,F,0,1,False
Male,0,8,African-American,25 - 45,0,F,0,0,False
Male,0,0,African-American,Greater than 45,0,F,0,1,False
Male,0,3,Hispanic,Greater than 45,0,M,0,0,False
Male,0,8,African-American,25 - 45,1,F,0,0,False
Male,0,4,Caucasian,Greater than 45,0,F,0,0,False
Male,0,15,African-American,Greater than 45,0,F,0,1,False
Male,0,7,Caucasian,25 - 45,0,F,0,1,False
Male,0,7,Caucasian,25 - 45,0,F,0,1,False
Male,0,0,Caucasian,Less than 25,0,M,3,0,False
Male,0,0,African-American,25 - 45,0,M,0,0,False
Male,0,0,Other,25 - 45,0,M,0,0,False
Male,1,1,Hispanic,Less than 25,0,F,0,0,False
Male,0,0,Caucasian,25 - 45,0,F,0,0,False
Male,0,1,Caucasian,25 - 45,0,M,0,1,False
Female,0,9,Hispanic,Greater than 45,0,F,0,0,True
Male,0,1,Caucasian,Greater than 45,0,F,0,0,False
Female,0,0,African-American,25 - 45,0,F,0,0,True
Male,0,4,African-American,Greater than 45,0,M,0,0,False
Male,0,5,African-American,25 - 45,0,F,0,0,False
Male,0,3,African-American,25 - 45,0,M,0,0,False
Male,0,0,African-American,Less than 25,0,F,0,0,False
Male,0,1,Caucasian,Greater than 45,0,F,0,0,False
Male,0,1,African-American,Greater than 45,0,M,0,0,False
Male,0,2,Caucasian,25 - 45,0,F,0,0,False
Female,0,11,Caucasian,25 - 45,0,F,0,1,True
Male,0,2,African-American,Less than 25,0,F,0,0,False
Male,0,0,African-American,25 - 45,0,F,0,1,False
Female,0,5,African-American,25 - 45,0,F,0,1,True
Male,0,0,Caucasian,Less than 25,0,F,0,0,False
Female,0,3,Caucasian,25 - 45,1,F,0,0,True
Male,0,4,Caucasian,Greater than 45,0,M,0,0,False
Male,0,7,African-American,25 - 45,2,F,1,1,False
Male,1,5,African-American,25 - 45,0,F,0,1,False
Male,0,1,African-American,Less than 25,1,F,1,0,False
Male,0,2,Caucasian,25 - 45,0,F,0,1,False
Male,0,2,Caucasian,Less than 25,0,F,0,0,False
Male,0,0,African-American,Less than 25,0,M,0,0,False
Female,0,0,Caucasian,25 - 45,0,M,0,0,True
Male,0,0,African-American,25 - 45,0,F,0,0,False
Male,0,1,African-American,25 - 45,0,F,0,0,False
Male,0,1,African-American,25 - 45,0,F,0,0,False
Male,0,0,Caucasian,Greater than 45,0,M,0,0,False
Female,0,0,African-American,Less than 25,0,F,0,0,True
Female,0,1,African-American,25 - 45,0,M,0,0,True
Male,0,0,Caucasian,Greater than 45,0,M,0,0,False
Male,0,3,African-American,25 - 45,0,F,1,1,False
Female,0,2,African-American,25 - 45,0,M,0,0,True
Female,0,4,Caucasian,Greater than 45,0,F,0,1,True
Male,0,0,African-American,Greater than 45,0,M,0,0,False
Male,0,3,Hispanic,25 - 45,0,F,0,1,False
Male,0,2,African-American,25 - 45,0,F,0,0,False
Male,0,11,Hispanic,Greater than 45,0,M,0,0,False
Female,0,0,Caucasian,Greater than 45,0,F,0,1,True
Male,0,0,African-American,Less than 25,0,F,0,0,False
Male,0,3,African-American,Greater than 45,0,F,0,0,False
Male,0,0,African-American,25 - 45,0,F,0,1,False
Female,0,1,African-American,25 - 45,0,F,0,0,True
Male,0,6,Caucasian,25 - 45,0,F,0,0,False
Male,0,5,African-American,25 - 45,0,M,1,0,False
Male,0,0,Caucasian,25 - 45,0,F,0,1,False
Male,0,4,Caucasian,25 - 45,0,M,0,0,False
Male,0,1,Hispanic,Greater than 45,0,M,0,0,False
Male,0,5,Caucasian,25 - 45,0,F,0,1,False
Female,0,0,African-American,25 - 45,0,F,0,1,True
Male,0,1,African-American,Less than 25,0,F,0,1,False
Male,0,1,Hispanic,25 - 45,0,M,0,0,False
Male,20,24,Other,25 - 45,0,F,0,1,False
Male,0,12,Hispanic,25 - 45,1,F,0,0,False
Male,0,4,African-American,25 - 45,0,F,0,1,False
Male,0,6,Caucasian,Greater than 45,0,F,0,1,False
Male,0,0,Asian,Less than 25,0,M,0,0,False
Male,0,3,African-American,Less than 25,0,F,0,1,False
Male,0,0,Hispanic,25 - 45,0,F,0,0,False
Male,0,23,African-American,Greater than 45,0,F,0,1,False
Male,0,1,Other,Greater than 45,0,F,0,0,False
Male,0,13,African-American,25 - 45,1,F,0,1,False
Male,0,14,Caucasian,25 - 45,0,F,0,1,False
Male,0,9,African-American,25 - 45,0,F,0,1,False
Male,0,0,Other,25 - 45,0,M,0,0,False
Male,0,8,African-American,25 - 45,0,F,0,1,False
Female,0,3,Caucasian,25 - 45,0,F,0,1,True
Male,0,0,Caucasian,25 - 45,0,F,0,0,False
Male,0,1,Caucasian,Greater than 45,0,M,0,1,False
Male,0,2,Caucasian,Less than 25,0,F,0,1,False
Male,0,0,Caucasian,25 - 45,0,M,0,0,False
Male,0,7,African-American,25 - 45,0,M,0,0,False
Male,0,5,African-American,25 - 45,0,F,0,0,False
Female,0,2,Hispanic,Greater than 45,0,F,0,0,True
Male,0,0,Caucasian,Greater than 45,0,M,0,0,False
Male,0,5,African-American,25 - 45,0,F,0,1,False
Female,0,0,Caucasian,25 - 45,0,M,0,0,True
Male,0,0,African-American,25 - 45,0,F,0,0,False
Male,0,6,Caucasian,25 - 45,0,M,2,0,False
Male,0,2,African-American,25 - 45,0,F,0,0,False
Male,0,3,African-American,Less than 25,0,F,0,1,False
Male,0,2,Caucasian,25 - 45,0,M,0,0,False
Female,0,0,African-American,25 - 45,0,M,0,0,True
Male,0,8,African-American,25 - 45,0,F,0,1,False
Male,0,2,Caucasian,Greater than 45,0,M,0,1,False
Female,0,0,Other,Less than 25,0,F,0,0,True
Male,0,3,Caucasian,25 - 45,0,M,0,0,False
Male,0,2,African-American,Less than 25,0,M,0,1,False
Female,0,14,African-American,Greater than 45,0,M,0,1,True
Male,0,9,Caucasian,25 - 45,0,M,0,1,False
Male,0,9,Caucasian,25 - 45,0,M,0,0,False
Male,0,1,African-American,25 - 45,0,M,0,0,False
Female,0,3,Caucasian,Greater than 45,0,F,0,0,True
Male,0,0,Caucasian,Greater than 45,0,M,0,0,False
Male,2,19,African-American,25 - 45,0,M,0,1,False
Male,0,1,African-American,25 - 45,0,F,0,0,False
Female,0,0,African-American,25 - 45,0,F,0,1,True
Male,0,0,Caucasian,Greater than 45,0,F,0,0,False
Male,0,0,Hispanic,Less than 25,0,M,0,1,False
Male,0,0,Caucasian,25 - 45,0,M,0,0,False
Male,0,5,African-American,25 - 45,0,M,0,0,False
Male,4,11,African-American,25 - 45,1,F,0,0,False
Male,0,4,Caucasian,25 - 45,1,M,3,1,False
Male,0,0,African-American,25 - 45,0,M,0,1,False
Male,0,0,African-American,Less than 25,0,M,0,0,False
Male,0,0,Caucasian,25 - 45,0,M,0,0,False
Male,0,10,African-American,25 - 45,0,M,0,1,False
Male,0,4,African-American,Greater than 45,0,F,0,0,False
Male,0,11,Hispanic,Less than 25,0,F,0,1,False
Male,0,1,African-American,25 - 45,0,F,0,0,False
Male,0,0,African-American,Less than 25,0,F,0,0,False
Male,2,8,African-American,25 - 45,1,M,0,1,False
Male,0,5,Caucasian,25 - 45,0,M,0,1,False
Male,0,1,Caucasian,25 - 45,0,F,0,0,False
Male,0,0,African-American,Less than 25,0,F,0,1,False
Male,0,0,Caucasian,Greater than 45,0,M,0,0,False
Female,0,3,Caucasian,25 - 45,0,F,1,0,True
Male,0,9,Hispanic,Greater than 45,0,F,0,1,False
Male,0,1,Caucasian,Less than 25,0,F,0,1,False
Female,0,0,African-American,Less than 25,0,M,0,1,True
Male,0,1,Hispanic,25 - 45,0,F,1,0,False
Male,0,4,African-American,Greater than 45,0,F,0,0,False
Male,0,1,Native American,25 - 45,0,F,0,0,False
Male,0,10,Caucasian,25 - 45,0,F,0,1,False
Male,0,1,Asian,Greater than 45,0,F,0,1,False
Female,0,3,African-American,Greater than 45,0,M,0,0,True
Male,0,3,Caucasian,Less than 25,1,M,2,0,False
Male,0,0,African-American,Less than 25,0,F,0,1,False
Male,0,0,Caucasian,25 - 45,0,M,0,0,False
Male,0,3,Hispanic,Less than 25,0,F,0,1,False
Male,0,10,Caucasian,Greater than 45,0,F,0,1,False
Male,0,1,Caucasian,25 - 45,0,F,0,1,False
Male,0,0,Caucasian,Less than 25,0,M,0,1,False
Male,0,6,Other,25 - 45,0,F,0,0,False
Male,0,0,African-American,25 - 45,0,F,0,0,False
Male,0,19,African-American,25 - 45,0,F,0,1,False
Female,0,1,African-American,25 - 45,0,M,0,1,True
Male,0,6,African-American,25 - 45,0,F,0,0,False
Male,0,2,African-American,25 - 45,0,F,1,0,False
Male,0,11,Caucasian,25 - 45,0,F,0,1,False
Male,0,0,African-American,25 - 45,0,F,0,0,False
Male,0,1,African-American,25 - 45,0,F,0,1,False
Male,0,3,Other,Less than 25,2,F,0,1,False
Male,0,7,African-American,25 - 45,0,F,0,1,False
Male,0,2,African-American,Less than 25,0,F,0,1,False
Male,0,0,Caucasian,25 - 45,0,F,0,0,False
Male,0,0,Caucasian,Less than 25,0,M,0,0,False
Male,0,0,Hispanic,25 - 45,0,M,0,0,False
Male,0,2,African-American,Less than 25,0,M,0,1,False
Male,0,0,African-American,Less than 25,0,F,1,1,False
Male,2,15,Caucasian,25 - 45,0,F,1,1,False
Male,0,2,African-American,25 - 45,0,M,0,1,False
Male,0,10,African-American,25 - 45,0,F,0,1,False
Female,0,4,African-American,Less than 25,0,M,0,1,True
Male,0,0,Caucasian,25 - 45,0,M,0,0,False
Male,0,8,Caucasian,Greater than 45,0,F,0,0,False
Male,0,5,Caucasian,25 - 45,0,F,0,1,False
Male,0,14,African-American,25 - 45,0,F,0,1,False
Male,0,13,African-American,25 - 45,1,F,0,1,False
Male,0,9,African-American,25 - 45,0,F,0,1,False
Male,0,0,African-American,25 - 45,0,M,0,0,False
Female,0,21,African-American,Greater than 45,0,F,0,1,True
Male,0,1,Hispanic,Less than 25,0,M,0,1,False
Male,0,1,African-American,Greater than 45,0,F,0,0,False
Male,0,4,African-American,25 - 45,0,F,0,0,False
Male,0,5,African-American,25 - 45,0,F,0,1,False
Male,0,1,Caucasian,25 - 45,0,F,0,1,False
Female,0,0,Caucasian,25 - 45,0,M,0,0,True
Male,0,11,Caucasian,25 - 45,1,F,0,1,False
Male,0,3,African-American,Less than 25,0,M,0,0,False
Male,0,6,African-American,25 - 45,0,F,0,1,False
Male,0,0,Caucasian,25 - 45,0,M,0,0,False
Male,0,2,African-American,25 - 45,0,F,1,1,False
Male,0,3,African-American,Less than 25,0,F,0,1,False
Male,0,0,African-American,Less than 25,0,F,0,0,False
Male,0,0,Caucasian,25 - 45,0,M,0,0,False
Male,0,0,African-American,25 - 45,0,M,0,1,False
Male,0,18,African-American,25 - 45,3,M,0,0,False
Male,0,1,African-American,25 - 45,0,F,0,0,False
Male,0,2,Caucasian,25 - 45,0,F,0,1,False
Male,0,3,Caucasian,25 - 45,0,M,1,0,False
Female,0,4,Hispanic,25 - 45,0,F,0,1,True
Male,0,5,African-American,Greater than 45,0,M,0,0,False
Male,0,0,Other,25 - 45,0,M,0,0,False
Male,0,0,Hispanic,Greater than 45,0,M,0,0,False
Male,0,0,African-American,Less than 25,0,F,0,1,False
Male,0,7,African-American,25 - 45,0,F,0,1,False
Male,0,1,African-American,25 - 45,0,M,0,0,False
Male,0,0,Caucasian,Less than 25,0,F,0,0,False
Male,0,10,African-American,25 - 45,0,M,0,1,False
Male,0,0,African-American,25 - 45,0,F,0,0,False
Male,0,2,African-American,25 - 45,0,F,0,0,False
Male,0,8,African-American,25 - 45,0,F,0,1,False
Male,0,1,African-American,25 - 45,0,F,0,1,False
Male,0,0,Caucasian,Greater than 45,0,M,0,0,False
Male,0,1,African-American,25 - 45,1,F,0,0,False
Male,0,0,Caucasian,Less than 25,0,F,0,1,False
Male,0,1,African-American,25 - 45,0,F,0,0,False
Female,0,6,African-American,Less than 25,0,M,0,0,True
Male,0,0,Caucasian,25 - 45,0,F,0,0,False
Male,0,1,Caucasian,25 - 45,0,F,0,0,False
Male,0,1,Caucasian,Greater than 45,0,F,0,1,False
Male,0,0,African-American,25 - 45,0,F,0,0,False
Male,0,0,African-American,Less than 25,0,F,0,0,False
Male,0,0,Caucasian,Less than 25,0,F,0,0,False
Male,0,1,African-American,25 - 45,0,M,0,0,False
Male,0,9,Caucasian,Greater than 45,0,M,0,0,False
Male,0,2,African-American,25 - 45,0,M,0,0,False
Male,0,0,African-American,25 - 45,0,F,0,1,False
Male,0,1,African-American,25 - 45,0,M,0,0,False
Male,0,0,Caucasian,25 - 45,0,F,0,0,False
Male,0,1,Caucasian,Less than 25,0,F,0,1,False
Male,0,3,Hispanic,25 - 45,0,M,0,0,False
Male,0,4,African-American,25 - 45,0,M,0,1,False
Male,0,3,Caucasian,Greater than 45,0,M,0,1,False
Male,0,0,Native American,25 - 45,0,F,0,0,False
Male,0,0,African-American,Greater than 45,0,F,0,0,False
Female,0,2,Other,Less than 25,0,F,0,1,True
Male,0,8,African-American,Greater than 45,0,F,0,1,False
Male,0,5,African-American,25 - 45,0,M,0,0,False
Female,0,1,African-American,Greater than 45,0,M,0,0,True
Male,0,9,African-American,25 - 45,0,F,0,0,False
Male,0,5,African-American,Greater than 45,0,F,0,1,False
Female,0,0,Caucasian,25 - 45,0,F,0,0,True
Male,0,5,African-American,Greater than 45,0,M,0,0,False
Male,0,0,Caucasian,Greater than 45,0,F,0,1,False
Male,0,2,Caucasian,Greater than 45,0,F,0,0,False
Male,0,0,Caucasian,Greater than 45,0,M,0,0,False
Male,0,4,African-American,Greater than 45,0,F,0,1,False
Female,0,0,African-American,25 - 45,0,F,0,0,True
Male,2,2,Hispanic,Less than 25,0,F,0,1,False
Male,0,16,African-American,Greater than 45,0,F,0,0,False
Male,0,0,Other,Less than 25,0,F,0,0,False
Male,0,21,African-American,25 - 45,0,F,0,1,False
Female,0,0,Hispanic,Less than 25,0,M,0,0,True
Male,0,1,African-American,25 - 45,0,F,0,0,False
Male,0,8,African-American,25 - 45,0,F,0,1,False
Male,0,1,African-American,Less than 25,0,F,0,0,False
Male,0,1,Caucasian,25 - 45,0,M,0,1,False
Male,0,8,Hispanic,Greater than 45,0,M,0,0,False
Male,0,0,Caucasian,Greater than 45,0,M,0,0,False
Male,0,1,African-American,Less than 25,0,F,1,1,False
Male,0,1,Caucasian,Greater than 45,0,M,0,1,False
Male,0,0,Caucasian,Greater than 45,0,M,0,1,False
Male,0,2,African-American,Greater than 45,0,F,0,0,False
Female,0,11,African-American,25 - 45,1,F,0,1,True
Male,0,4,African-American,25 - 45,0,M,0,0,False
Male,0,14,African-American,25 - 45,1,F,0,1,False
Male,0,2,African-American,25 - 45,0,F,0,0,False
Male,0,5,African-American,Greater than 45,0,F,0,1,False
Male,0,0,African-American,25 - 45,0,F,0,1,False
Male,0,12,African-American,25 - 45,0,F,0,0,False
Male,0,7,Caucasian,25 - 45,0,F,0,1,False
Male,0,8,African-American,25 - 45,0,F,1,0,False
Male,0,5,Other,25 - 45,0,F,0,0,False
Female,0,1,African-American,25 - 45,0,M,0,0,True
Male,0,4,Caucasian,25 - 45,0,F,0,0,False
Female,0,0,African-American,25 - 45,0,M,0,0,True
Male,0,1,Hispanic,Less than 25,0,F,0,0,False
Female,0,7,Caucasian,Greater than 45,0,M,0,0,True
Male,0,1,Caucasian,25 - 45,0,F,0,1,False
Male,0,1,African-American,Greater than 45,0,F,0,0,False
Male,0,0,Caucasian,25 - 45,0,M,0,1,False
Female,0,4,African-American,25 - 45,0,M,0,0,True
Male,0,3,African-American,25 - 45,0,F,0,0,False
Male,0,4,African-American,25 - 45,0,F,1,0,False
Male,0,0,African-American,Greater than 45,0,M,0,0,False
Male,0,2,African-American,25 - 45,0,M,0,0,False
Male,0,5,African-American,Greater than 45,0,F,0,0,False
Male,0,0,African-American,25 - 45,0,F,0,0,False
Male,0,4,African-American,25 - 45,0,F,0,1,False
Male,0,0,African-American,25 - 45,0,M,0,0,False
Male,0,1,Caucasian,25 - 45,0,M,0,0,False
Female,0,1,African-American,25 - 45,0,F,0,0,True
Male,0,13,African-American,25 - 45,1,M,0,1,False
Male,0,9,African-American,25 - 45,0,F,0,0,False
Male,0,1,Caucasian,25 - 45,0,F,1,0,False
Female,0,4,African-American,25 - 45,0,F,0,1,True
Male,0,0,Caucasian,25 - 45,0,F,0,0,False
Male,0,5,Caucasian,Greater than 45,0,M,0,0,False
Female,0,1,Caucasian,25 - 45,0,M,0,0,True
Male,0,3,African-American,25 - 45,0,F,1,0,False
Female,0,7,African-American,Greater than 45,0,M,0,0,True
Male,0,0,African-American,Less than 25,0,F,0,0,False
Male,0,16,Hispanic,25 - 45,0,F,0,1,False
Male,0,2,African-American,25 - 45,0,F,0,1,False
Female,0,0,African-American,Less than 25,0,M,0,0,True
Male,0,1,African-American,25 - 45,0,F,0,0,False
Female,0,1,Caucasian,Less than 25,0,F,0,0,True
Male,0,13,African-American,25 - 45,0,M,0,1,False
Male,0,0,African-American,Greater than 45,0,F,0,0,False
Male,0,2,African-American,25 - 45,0,F,0,0,False
Female,0,0,Other,25 - 45,0,M,0,0,True
Male,0,0,Caucasian,Greater than 45,0,M,0,0,False
Male,0,0,Caucasian,Less than 25,0,M,1,1,False
Male,4,6,African-American,25 - 45,0,M,0,0,False
Male,0,0,African-American,25 - 45,0,F,0,0,False
Male,0,2,Hispanic,25 - 45,0,F,0,1,False
Male,0,2,Asian,25 - 45,0,F,0,1,False
Female,0,7,African-American,25 - 45,0,M,0,0,True
Male,0,1,African-American,Less than 25,0,F,0,1,False
Male,0,3,African-American,Less than 25,0,F,0,1,False
Male,0,2,African-American,25 - 45,0,M,0,0,False
Male,0,0,Hispanic,Less than 25,0,F,0,1,False
Male,0,2,Caucasian,Greater than 45,0,M,1,0,False
Male,0,1,African-American,Greater than 45,0,F,0,0,False
Male,0,19,African-American,25 - 45,0,F,0,0,False
Male,0,8,Hispanic,25 - 45,0,F,0,1,False
Male,0,5,Hispanic,25 - 45,0,F,0,1,False
Male,0,1,African-American,Less than 25,0,M,0,1,False
Male,0,7,African-American,25 - 45,0,F,1,0,False
Female,0,0,Caucasian,25 - 45,0,M,0,0,True
Male,0,2,Caucasian,Greater than 45,0,M,0,0,False
Male,0,11,African-American,25 - 45,0,F,0,1,False
Male,0,0,Hispanic,25 - 45,0,F,0,0,False
Male,0,6,Caucasian,25 - 45,0,F,0,1,False
Male,0,38,African-American,Greater than 45,0,F,0,1,False
Male,0,7,African-American,25 - 45,1,F,1,1,False
Male,0,0,Hispanic,25 - 45,0,F,0,1,False
Female,0,7,Caucasian,25 - 45,0,F,0,0,True
Male,0,0,Caucasian,25 - 45,0,F,0,0,False
Male,0,3,Other,25 - 45,0,F,0,0,False
Male,0,4,Other,25 - 45,1,F,0,1,False
Male,0,4,Caucasian,Greater than 45,0,F,0,0,False
Male,0,0,Caucasian,Less than 25,0,F,0,0,False
Male,0,1,African-American,25 - 45,0,F,0,0,False
Male,0,0,Caucasian,25 - 45,0,F,0,0,False
Male,0,1,African-American,Less than 25,0,F,0,1,False
Male,0,0,Hispanic,25 - 45,0,F,0,0,False
Male,0,7,Caucasian,25 - 45,0,M,1,1,False
Male,0,0,Caucasian,25 - 45,0,M,0,0,False
Male,0,13,African-American,25 - 45,2,F,1,1,False
Male,0,2,Caucasian,25 - 45,0,F,0,1,False
Male,0,0,Caucasian,Less than 25,0,F,0,1,False
Male,2,4,African-American,25 - 45,0,F,0,1,False
Male,0,0,Caucasian,Greater than 45,0,M,0,0,False
Female,0,0,African-American,25 - 45,0,M,0,1,True
Male,0,0,Other,Less than 25,0,F,0,1,False
Male,0,1,Caucasian,Greater than 45,0,M,0,1,False
Male,0,4,African-American,25 - 45,0,F,0,0,False
Male,0,4,African-American,25 - 45,0,F,0,1,False
Male,0,5,Caucasian,Less than 25,0,F,2,1,False
Male,0,0,Caucasian,Less than 25,0,F,2,1,False
Male,0,2,African-American,25 - 45,0,F,0,0,False
Male,0,1,African-American,25 - 45,0,F,0,1,False
Female,0,2,Caucasian,25 - 45,0,F,0,0,True
Male,0,2,Other,Greater than 45,0,F,0,0,False
